Drug_Index,Protein_Index,Affinity
0,123,5.0
0,124,5.0
0,125,5.0
0,126,5.0
0,127,5.0
0,128,5.0
0,129,5.0
0,130,5.0
0,131,5.0
0,132,5.0
0,133,5.0
0,134,5.0
0,135,5.0
0,136,5.0
0,137,5.0
0,138,5.0
0,139,5.0
0,140,5.0
0,141,5.0
0,142,5.0
0,143,5.0
0,144,5.0
0,145,5.0
0,146,7.050609993355087
0,147,5.0
0,148,5.0
0,149,5.0
0,150,5.0
0,151,5.0
0,152,5.0
0,153,5.0
0,154,5.0
0,155,5.0
0,156,5.0
0,157,5.0
0,158,6.267606240177032
0,159,7.107905397309519
0,160,7.366531544420414
0,162,6.301029995663981
0,163,6.698970004336019
0,164,5.7447274948966935
0,165,5.0
0,166,5.0
0,167,5.0
0,168,6.7447274948966935
0,169,5.0
0,170,5.0
0,171,5.853871964321762
0,172,5.721246399047171
0,173,5.4089353929735005
0,174,6.455931955649724
0,175,5.0
0,176,6.638272163982407
0,177,6.657577319177793
0,178,6.958607314841775
0,179,6.119186407719209
0,180,5.0
0,181,5.0
0,182,6.259637310505756
0,183,5.0
0,184,5.0
0,185,5.0
0,186,5.0
0,187,5.0
0,188,5.0
0,189,5.508638306165727
0,190,5.0
0,191,5.6020599913279625
0,192,5.0
0,193,5.0
0,194,5.0
0,195,5.0
0,196,5.823908740944319
0,197,5.0
0,198,5.0
0,199,5.0
0,200,5.0
0,201,5.0
0,202,5.366531544420414
0,203,6.0
0,204,5.0
0,205,5.0
0,206,5.0
0,207,5.0
0,208,5.958607314841775
0,209,6.2076083105017466
0,210,5.0
0,211,5.0
0,212,5.0
0,213,5.0
0,214,5.0
0,215,5.721246399047171
0,216,5.853871964321762
0,217,5.0
0,218,5.0
0,219,5.0
0,220,5.0
0,221,5.0
0,222,5.0
0,223,5.0
0,224,5.0
0,225,5.0
0,226,5.721246399047171
0,227,5.0
0,228,6.853871964321762
0,229,5.0
0,230,5.0
0,231,5.0
0,232,5.0
0,233,5.0
0,234,5.0
0,235,5.0
0,236,5.0
0,237,5.0
0,238,5.0
0,239,5.920818753952375
0,240,5.0
0,241,5.0
0,242,5.0
0,243,6.229147988357856
0,244,5.0
0,245,5.0
0,246,5.0
0,247,5.0
0,248,7.0
0,249,5.0
0,250,5.0
0,251,5.468521082957745
0,252,6.3979400086720375
0,253,5.0
0,254,5.0
0,255,5.0
0,256,6.42021640338319
0,257,7.022276394711152
0,258,5.0
0,259,5.0
0,260,5.267606240177032
0,261,5.0
0,262,5.0
0,263,5.0
0,264,5.0
0,265,6.060480747381382
0,266,5.0
0,267,5.823908740944319
0,268,5.0
0,269,5.0
0,270,5.0
0,271,5.0
0,272,5.0
0,273,5.0
0,274,5.0
0,275,5.0
0,276,5.0
0,277,5.0
0,278,5.0
0,279,5.0
0,280,5.0
0,281,5.0
0,282,5.0
0,283,5.0
0,284,5.0
0,285,5.0
0,286,5.0
0,287,5.0
0,288,5.823908740944319
0,289,5.823908740944319
0,290,5.0
0,291,6.008773924307505
0,292,6.119186407719209
0,293,6.173925197299173
0,294,5.823908740944319
0,295,5.721246399047171
0,296,5.113509274827518
0,297,5.0
0,298,5.0
0,299,5.0
0,300,5.0
0,301,5.0
0,302,5.6777807052660805
0,303,6.102372908709558
0,304,5.920818753952375
0,305,5.585026652029182
0,306,5.0
0,307,5.0
0,308,5.0
0,309,5.0
0,310,5.0
0,311,5.0
0,312,5.0
0,313,5.0
0,314,5.0
0,315,5.0
0,316,5.0
0,317,5.0
0,318,5.0
0,319,5.0
0,320,5.0
0,321,5.2839966563652006
0,322,6.7447274948966935
0,323,6.657577319177793
0,324,6.853871964321762
0,325,6.6020599913279625
0,326,5.0
0,327,5.769551078621726
0,328,5.0
0,329,7.251811972993799
0,330,7.045757490560675
0,331,5.0
0,332,6.6777807052660805
0,333,6.229147988357856
0,334,5.0
0,335,5.0
0,336,5.0
0,337,5.0
0,338,5.0
0,339,7.568636235841013
0,340,7.958607314841775
0,341,8.022276394711152
0,342,5.0
0,343,7.920818753952375
0,344,5.0
0,345,5.0
0,346,6.0
0,347,6.568636235841013
0,348,7.721246399047171
0,349,5.552841968657781
0,350,7.013228265733755
0,351,5.337242168318426
0,352,5.0
0,353,5.0
0,354,5.0
0,355,5.0
0,356,5.0
0,357,5.721246399047171
0,358,6.7447274948966935
0,359,6.2076083105017466
0,360,5.275724130399211
0,361,6.161150909262744
0,362,5.0
0,363,5.0
0,364,5.0
0,365,5.0
0,366,7.431798275933005
0,367,5.0
0,368,5.0
0,369,5.0
0,370,5.494850021680094
0,371,5.0
0,372,5.552841968657781
0,373,5.0
0,374,5.0
0,375,5.0
0,376,5.0
0,377,5.0
0,378,5.0
0,379,5.0
0,380,5.443697499232713
0,381,5.0
0,382,5.0
0,383,5.292429823902063
0,384,5.0
0,385,5.0
0,386,5.0
0,387,5.376750709602099
0,388,5.0
0,389,5.0
0,390,5.0
0,391,6.259637310505756
0,392,5.958607314841775
0,393,5.823908740944319
0,394,5.0
0,395,6.657577319177793
0,396,5.0
0,397,5.0
0,398,5.0
0,399,5.0
0,400,6.1938200260161125
0,401,6.327902142064283
0,402,5.309803919971486
0,403,5.958607314841775
0,404,5.0
0,405,5.0
0,406,5.0
0,407,5.0
0,408,5.0
0,409,5.0
0,410,5.0
0,411,5.0
0,412,5.0
0,413,6.853871964321762
0,414,5.0
0,415,5.0
0,416,5.0
0,417,5.0
0,418,5.0
0,419,5.0
0,420,5.0
0,421,5.0
0,422,5.0
0,423,5.0
0,424,5.0
0,425,5.0
0,426,5.0
0,427,5.096910013008056
0,428,5.221848749616356
0,429,5.0
0,430,5.0
0,431,5.3979400086720375
0,432,5.0
0,433,5.0
0,434,5.0
0,435,5.0
0,436,5.0
0,437,5.0
0,438,5.0
0,439,6.638272163982407
0,440,5.0
0,441,5.0
1,0,5.0
1,1,5.0
1,3,5.0
1,5,5.0
1,7,5.0
1,8,5.0
1,10,5.0
1,12,5.0
1,13,5.0
1,15,5.0
1,16,5.0
1,17,5.0
1,18,5.0
1,19,5.0
1,20,5.0
1,21,5.0
1,22,5.0
1,23,5.0
1,24,5.0
1,25,5.0
1,26,5.0
1,27,5.0
1,28,5.0
1,29,5.0
1,30,5.0
1,31,5.0
1,32,5.0
1,33,5.0
1,34,5.0
1,35,5.0
1,36,5.0
1,37,5.0
1,38,5.0
1,39,5.0
1,40,5.0
1,41,5.0
1,42,5.0
1,43,5.0
1,44,5.0
1,45,5.0
1,46,5.0
1,47,5.0
1,48,5.0
1,49,5.0
1,50,5.0
1,51,5.0
1,52,5.0
1,53,5.0
1,54,5.0
1,55,5.0
1,56,5.0
1,57,5.0
1,58,5.0
1,59,5.0
1,60,5.0
1,61,5.0
1,62,5.0
1,63,5.0
1,64,5.0
1,65,5.0
1,66,5.0
1,69,5.0
1,70,5.0
1,71,5.0
1,72,5.0
1,73,5.0
1,74,5.0
1,75,5.0
1,76,5.0
1,77,5.0
1,78,5.0
1,79,5.0
1,80,5.0
1,81,5.0
1,82,5.0
1,83,5.0
1,84,8.0
1,85,5.0
1,86,5.0
1,87,5.0
1,88,5.0
1,89,5.0
1,90,5.0
1,91,5.0
1,92,5.0
1,93,5.0
1,94,5.0
1,95,5.0
1,96,5.0
1,97,5.0
1,98,5.0
1,99,5.0
1,100,5.0
1,101,5.0
1,102,7.0915149811213505
1,103,5.958607314841775
1,104,5.0
1,105,5.0
1,106,5.0
1,107,5.0
1,108,5.0
1,109,5.0
1,110,5.0
1,111,5.0
1,112,5.0
1,113,5.0
1,114,5.0
1,115,5.0
1,116,5.0
1,117,5.0
1,118,5.0
1,119,5.0
1,120,5.0
1,121,5.0
1,122,5.0
1,123,5.0
1,124,5.0
1,125,5.0
1,126,5.0
1,127,5.187086643357144
1,128,5.0
1,129,5.0
1,130,5.040958607678906
1,131,5.431798275933005
1,132,5.0
1,133,5.0
1,134,5.0
1,135,5.0
1,136,5.0
1,137,5.920818753952375
1,138,5.0
1,139,5.0
1,140,5.0
1,141,5.0
1,142,5.0
1,143,5.0
1,144,5.0
1,145,5.0
1,146,6.568636235841013
1,147,5.0
1,148,5.0
1,149,5.0
1,150,5.0
1,151,5.0
1,152,5.0
1,153,5.0
1,154,5.0
1,155,5.0
1,156,5.0
1,157,7.3872161432802645
1,158,8.886056647693163
1,159,8.431798275933005
1,160,8.148741651280925
1,162,8.657577319177793
1,163,8.387216143280265
1,164,8.292429823902063
1,165,7.3872161432802645
1,166,5.7447274948966935
1,167,5.0
1,168,5.0
1,169,5.0
1,170,5.0
1,171,5.0
1,172,5.0
1,173,5.0
1,174,5.0
1,175,5.0
1,176,5.0
1,177,5.0
1,178,5.0
1,179,6.494850021680094
1,180,5.0
1,181,5.0
1,182,5.0
1,183,5.0
1,184,5.0
1,185,5.0
1,186,5.0
1,187,5.0
1,188,5.0
1,189,5.0
1,190,5.0
1,191,5.0
1,192,5.0
1,193,5.0
1,194,5.0
1,195,5.0
1,196,5.0
1,197,5.0
1,198,5.0
1,199,5.0
1,200,8.318758762624412
1,201,8.443697499232712
1,202,6.494850021680094
1,203,6.823908740944319
1,204,8.200659450546418
1,205,8.301029995663981
1,206,8.221848749616356
1,207,7.443697499232713
1,208,5.0
1,209,5.0
1,210,5.6020599913279625
1,211,5.0
1,212,5.0
1,213,5.0
1,214,5.6777807052660805
1,215,5.0
1,216,5.0
1,217,5.0
1,218,5.2441251443275085
1,219,5.0
1,220,5.0
1,221,5.0
1,222,5.0
1,223,5.0
1,224,5.0
1,225,5.0
1,226,5.0
1,227,5.0
1,228,5.6020599913279625
1,229,6.356547323513812
1,230,5.0
1,231,5.0
1,232,5.0
1,233,5.0
1,234,5.0
1,235,5.0
1,236,5.0
1,237,5.0
1,238,5.0
1,239,5.0
1,240,5.0
1,241,5.0
1,242,5.0
1,243,5.0
1,244,5.0
1,245,5.0
1,246,5.0
1,247,5.0
1,248,5.0
1,249,5.0
1,250,5.0
1,251,5.585026652029182
1,252,6.3872161432802645
1,253,5.0
1,254,5.0
1,255,5.0
1,256,5.0
1,257,5.0
1,258,5.0
1,259,5.0
1,260,5.0
1,261,5.0
1,262,5.0
1,263,5.0
1,264,6.0
1,265,5.0
1,266,5.0
1,267,5.0
1,268,5.0
1,269,5.0
1,270,5.0
1,271,5.0
1,272,5.0
1,273,5.0
1,274,5.0
1,275,5.0
1,276,5.0
1,277,5.0
1,278,5.0
1,279,5.0
1,280,5.0
1,281,5.0
1,282,5.0
1,283,5.0
1,284,5.0
1,285,5.0
1,286,5.0
1,287,5.0
1,288,5.0
1,289,5.0
1,290,5.0
1,291,5.0
1,292,5.0
1,293,5.0
1,294,5.0
1,295,5.0
1,296,5.0
1,297,7.958607314841775
1,298,8.113509274827518
1,299,5.0
1,300,5.0
1,301,5.0
1,302,5.0
1,303,5.0
1,304,5.0
1,305,5.0
1,306,5.0
1,307,5.0
1,308,5.0
1,309,5.0
1,310,5.0
1,311,5.0
1,312,5.0
1,313,5.0
1,314,5.0
1,315,5.0
1,316,5.0
1,317,5.0
1,318,5.0
1,319,5.0
1,320,5.0
1,321,5.0
1,322,5.0
1,323,5.0
1,324,5.0
1,325,5.0
1,326,5.0
1,327,5.0
1,328,5.0
1,329,5.0
1,330,5.0
1,331,5.0
1,332,5.0
1,333,5.0
1,334,5.0
1,335,5.0
1,336,5.0
1,337,5.0
1,338,5.0
1,339,5.0
1,340,5.0
1,341,5.0
1,342,5.0
1,343,5.0
1,344,5.0
1,345,5.0
1,346,5.0
1,347,5.0
1,348,5.0
1,349,5.0
1,350,5.0
1,351,5.0
1,352,5.0
1,353,5.0
1,354,5.0
1,355,8.096910013008056
1,356,8.522878745280337
1,357,7.886056647693163
1,358,8.040958607678906
1,359,5.0
1,360,5.0
1,361,5.0
1,362,6.050609993355088
1,363,5.568636235841013
1,364,5.0
1,365,5.0
1,366,5.0
1,367,5.0
1,368,5.0
1,369,5.0
1,370,5.0
1,371,5.0
1,372,5.0
1,373,5.0
1,374,5.0
1,375,5.0
1,376,5.0
1,377,5.0
1,378,5.0
1,379,5.0
1,380,5.0
1,381,5.0
1,382,5.0
1,383,5.0
1,384,5.0
1,385,5.0
1,386,5.337242168318426
1,387,5.0
1,388,5.0
1,389,5.0
1,390,5.0
1,391,5.0
1,392,5.0
1,393,5.0
1,394,5.0
1,395,5.0
1,396,5.0
1,397,5.0
1,398,5.0
1,399,5.0
1,400,5.070581074285707
1,401,5.0
1,402,5.0
1,403,5.0
1,404,5.0
1,405,5.0
1,406,5.0
1,407,5.0
1,408,5.0
1,409,5.494850021680094
1,410,5.0
1,411,5.0
1,412,5.0
1,413,5.552841968657781
1,414,5.0
1,415,5.0
1,416,5.0
1,417,5.638272163982407
1,418,6.2076083105017466
1,419,6.259637310505756
1,420,5.0
1,421,5.0
1,422,5.0
1,423,5.0
1,424,5.0
1,425,5.0
1,426,5.0
1,427,5.0
1,428,5.0
1,429,5.0
1,430,7.060480747381382
1,431,5.0
1,432,5.0
1,433,5.0
1,434,5.0
1,435,5.0
1,436,5.0
1,437,5.0
1,438,5.0
1,439,5.698970004336019
1,440,5.0
1,441,5.0
2,0,5.0
2,1,7.1249387366083
2,3,7.886056647693163
2,5,7.886056647693163
2,7,7.508638306165727
2,8,7.468521082957745
2,10,7.508638306165727
2,12,7.6020599913279625
2,13,8.0
2,15,7.886056647693163
2,16,8.468521082957745
2,17,5.0
2,18,5.0
2,19,5.0
2,20,5.853871964321762
2,21,5.0
2,22,5.0
2,23,5.0
2,24,5.0
2,25,5.0
2,26,5.0
2,27,5.853871964321762
2,28,5.853871964321762
2,29,5.0
2,30,6.200659450546418
2,31,5.0
2,32,5.0
2,33,5.096910013008056
2,34,5.0
2,35,5.356547323513812
2,36,6.130768280269024
2,37,6.2441251443275085
2,38,5.0
2,39,7.522878745280337
2,40,5.0
2,41,5.0
2,42,5.0
2,43,5.2441251443275085
2,44,5.769551078621726
2,45,6.886056647693163
2,46,5.0
2,47,5.0
2,48,5.0
2,49,5.0
2,50,5.522878745280337
2,51,5.356547323513812
2,52,5.0
2,53,5.0
2,54,5.0
2,55,5.0
2,56,5.0
2,57,5.431798275933005
2,58,6.657577319177793
2,59,6.657577319177793
2,60,5.0
2,61,5.853871964321762
2,62,5.958607314841775
2,63,9.0268721464003
2,64,8.823908740944319
2,65,6.346787486224656
2,66,6.853871964321762
2,69,6.259637310505756
2,70,8.337242168318426
2,71,8.853871964321762
2,72,6.721246399047171
2,73,7.886056647693163
2,74,9.2839966563652
2,75,8.4089353929735
2,76,8.18045606445813
2,77,5.0
2,78,6.443697499232713
2,79,7.2839966563652006
2,80,6.958607314841775
2,81,5.7447274948966935
2,82,5.259637310505756
2,83,6.537602002101044
2,84,8.236572006437063
2,85,5.638272163982407
2,86,5.0
2,87,5.0
2,88,5.6020599913279625
2,89,5.3979400086720375
2,90,6.0
2,91,6.022276394711152
2,92,7.013228265733755
2,93,5.0
2,94,5.0
2,95,5.886056647693163
2,96,5.0
2,97,5.0
2,98,5.494850021680094
2,99,5.0
2,100,5.0
2,101,5.0
2,102,9.161150909262744
2,103,7.958607314841775
2,104,5.6020599913279625
2,105,5.0
2,106,5.0
2,107,5.0
2,108,5.0
2,109,5.0
2,110,5.0
2,111,6.6777807052660805
2,112,6.2839966563652006
2,113,5.721246399047171
2,114,6.657577319177793
2,115,6.2839966563652006
2,116,6.657577319177793
2,117,6.259637310505756
2,118,6.275724130399211
2,119,5.585026652029182
2,120,5.795880017344075
2,121,6.013228265733755
2,122,5.0
2,123,5.6777807052660805
2,124,5.0
2,125,5.267606240177032
2,126,6.795880017344075
2,127,7.096910013008056
2,128,6.3979400086720375
2,129,6.853871964321762
2,130,6.42021640338319
2,131,5.958607314841775
2,132,7.7447274948966935
2,133,6.7447274948966935
2,134,6.886056647693163
2,135,5.0
2,136,5.0
2,137,5.0
2,138,5.0
2,139,5.0
2,140,5.0
2,141,5.0
2,142,5.0
2,143,5.0
2,144,5.0
2,145,5.0
2,146,7.026872146400302
2,147,5.221848749616356
2,148,5.0
2,149,6.229147988357856
2,150,6.443697499232713
2,151,6.2076083105017466
2,152,5.721246399047171
2,153,5.4089353929735005
2,154,5.522878745280337
2,155,5.853871964321762
2,156,6.721246399047171
2,157,7.0655015487564325
2,158,9.102372908709558
2,159,8.309803919971486
2,160,7.958607314841775
2,162,9.292429823902063
2,163,8.638272163982407
2,164,9.130768280269024
2,165,6.920818753952375
2,166,7.585026652029182
2,167,7.301029995663981
2,168,5.886056647693163
2,169,5.0
2,170,5.0
2,171,5.0
2,172,5.0
2,173,5.070581074285707
2,174,5.0
2,175,6.055517327849832
2,176,6.769551078621726
2,177,8.136677139879543
2,178,8.397940008672037
2,179,8.4089353929735
2,180,6.6777807052660805
2,181,5.0
2,182,5.6020599913279625
2,183,5.0
2,184,7.3872161432802645
2,185,6.958607314841775
2,186,5.0
2,187,5.657577319177793
2,188,5.853871964321762
2,189,6.886056647693163
2,190,5.0
2,191,5.0
2,192,6.00436480540245
2,193,7.130768280269024
2,194,5.0
2,195,6.040958607678906
2,196,6.585026652029182
2,197,6.337242168318426
2,198,7.251811972993799
2,199,6.119186407719209
2,200,8.267606240177031
2,201,8.356547323513812
2,202,7.173925197299173
2,203,6.443697499232713
2,204,8.67778070526608
2,205,8.301029995663981
2,206,7.7447274948966935
2,207,7.0
2,208,6.327902142064283
2,209,5.522878745280337
2,210,7.958607314841775
2,211,6.113509274827518
2,212,5.7447274948966935
2,213,5.0
2,214,9.036212172654444
2,215,6.022276394711152
2,216,5.356547323513812
2,217,6.795880017344075
2,218,7.853871964321762
2,219,6.130768280269024
2,220,6.0
2,221,5.7447274948966935
2,222,5.0
2,223,5.638272163982407
2,224,5.0
2,225,5.0
2,226,7.0
2,227,6.721246399047171
2,228,7.823908740944319
2,229,6.455931955649724
2,230,5.0
2,231,5.0
2,232,5.0
2,233,5.0
2,234,5.0
2,235,5.0
2,236,5.0
2,237,5.0
2,238,5.0
2,239,5.657577319177793
2,240,6.0
2,241,7.130768280269024
2,242,5.0
2,243,6.080921907623926
2,244,6.431798275933005
2,245,5.356547323513812
2,246,7.031517051446065
2,247,6.130768280269024
2,248,8.10790539730952
2,249,7.568636235841013
2,250,7.585026652029182
2,251,8.522878745280337
2,252,5.0
2,253,5.0
2,254,5.0
2,255,5.3979400086720375
2,256,5.0
2,257,5.0
2,258,5.522878745280337
2,259,6.318758762624412
2,260,6.0655015487564325
2,261,5.886056647693163
2,262,5.0
2,263,5.0
2,264,8.508638306165727
2,265,5.0
2,266,6.481486060122113
2,267,5.0
2,268,7.3872161432802645
2,269,7.075720713938118
2,270,5.0
2,271,5.6777807052660805
2,272,5.2839966563652006
2,273,5.0
2,274,5.0
2,275,5.0
2,276,6.337242168318426
2,277,5.958607314841775
2,278,5.6020599913279625
2,279,5.0
2,280,5.7447274948966935
2,281,5.0
2,282,6.795880017344075
2,283,5.0
2,284,7.136677139879544
2,285,6.366531544420414
2,286,7.886056647693163
2,287,7.5376020021010435
2,288,5.0
2,289,5.0
2,290,5.3979400086720375
2,291,5.0
2,292,5.0
2,293,5.0
2,294,6.376750709602099
2,295,7.823908740944319
2,296,7.267606240177032
2,297,7.568636235841013
2,298,8.09151498112135
2,299,5.0
2,300,8.070581074285707
2,301,5.0
2,302,7.075720713938118
2,303,7.769551078621726
2,304,5.0
2,305,5.0
2,306,5.0
2,307,5.0
2,308,5.0
2,309,5.0
2,310,5.0
2,311,5.0
2,312,5.0
2,313,5.0
2,314,5.0
2,315,5.0
2,316,5.0
2,317,5.0
2,318,5.0
2,319,5.0
2,320,5.0
2,321,5.0
2,322,5.0
2,323,5.0
2,324,5.0
2,325,5.0
2,326,5.0
2,327,5.0
2,328,5.0
2,329,5.431798275933005
2,330,6.585026652029182
2,331,5.0
2,332,5.0
2,333,5.0
2,334,5.0
2,335,5.0
2,336,5.0
2,337,5.0915149811213505
2,338,5.0
2,339,5.0
2,340,5.0
2,341,5.0
2,342,5.0
2,343,5.657577319177793
2,344,5.920818753952375
2,345,6.022276394711152
2,346,5.823908740944319
2,347,5.0
2,348,5.0
2,349,5.958607314841775
2,350,5.356547323513812
2,351,5.0
2,352,6.2839966563652006
2,353,5.0
2,354,6.031517051446065
2,355,7.769551078621726
2,356,8.346787486224656
2,357,8.366531544420413
2,358,8.494850021680094
2,359,5.0
2,360,6.259637310505756
2,361,5.0
2,362,6.6777807052660805
2,363,5.958607314841775
2,364,6.7447274948966935
2,365,6.443697499232713
2,366,5.823908740944319
2,367,6.4089353929735005
2,368,5.769551078621726
2,369,5.721246399047171
2,370,5.0
2,371,6.136677139879544
2,372,5.0
2,373,5.0
2,374,5.0
2,375,5.0
2,376,5.0
2,377,5.958607314841775
2,378,5.0
2,379,5.468521082957745
2,380,6.920818753952375
2,381,5.0
2,382,5.0
2,383,6.823908740944319
2,384,5.769551078621726
2,385,5.0
2,386,7.638272163982407
2,387,5.0
2,388,5.0
2,389,6.468521082957745
2,390,7.142667503568732
2,391,5.0
2,392,5.0
2,393,5.0
2,394,5.0
2,395,5.920818753952375
2,396,7.795880017344075
2,397,5.886056647693163
2,398,5.823908740944319
2,399,6.221848749616356
2,400,8.823908740944319
2,401,7.5376020021010435
2,402,7.356547323513813
2,403,8.236572006437063
2,404,5.0
2,405,5.0
2,406,5.619788758288394
2,407,5.0
2,408,6.585026652029182
2,409,9.537602002101044
2,410,7.721246399047171
2,411,5.0
2,412,5.0
2,413,7.161150909262744
2,414,7.221848749616356
2,415,5.0
2,416,6.769551078621726
2,417,6.494850021680094
2,418,6.721246399047171
2,419,7.468521082957745
2,420,5.0
2,421,5.0
2,422,6.638272163982407
2,423,5.0
2,424,5.7447274948966935
2,425,5.0
2,426,5.0
2,427,5.431798275933005
2,428,6.443697499232713
2,429,7.2441251443275085
2,430,6.698970004336019
2,431,5.0
2,432,5.0
2,433,5.0
2,434,5.0
2,435,5.0
2,436,5.0
2,437,6.585026652029182
2,438,5.920818753952375
2,439,6.920818753952375
2,440,8.638272163982407
2,441,5.0
3,0,5.0
3,1,5.0
3,3,5.0
3,5,5.0
3,7,5.0
3,8,5.0
3,10,5.0
3,12,5.0
3,13,5.0
3,15,5.0
3,16,5.0
3,17,5.0
3,18,5.0
3,19,5.0
3,20,5.0
3,21,5.0
3,22,5.0
3,23,5.0
3,24,5.0
3,25,5.0
3,26,5.0
3,27,5.0
3,28,5.0
3,29,5.0
3,30,5.0
3,31,5.0
3,32,5.0
3,33,5.0
3,34,5.0
3,35,5.0
3,36,5.0
3,37,5.0
3,38,5.0
3,39,5.0
3,40,5.0
3,41,5.0
3,42,5.0
3,43,5.0
3,44,5.0
3,45,5.0
3,46,5.0
3,47,5.0
3,48,5.0
3,49,5.0
3,50,5.0
3,51,5.0
3,52,5.0
3,53,5.0
3,54,5.0
3,55,5.0
3,56,5.0
3,57,5.0
3,58,5.0
3,59,5.619788758288394
3,60,7.619788758288394
3,61,8.075720713938118
3,62,8.2839966563652
3,63,8.494850021680094
3,64,5.481486060122113
3,65,7.522878745280337
3,66,7.221848749616356
3,69,6.154901959985743
3,70,8.55284196865778
3,71,5.0
3,72,8.236572006437063
3,73,5.0
3,74,6.0
3,75,5.0
3,76,8.585026652029182
3,77,5.0
3,78,5.0
3,79,5.0
3,80,6.00436480540245
3,81,5.769551078621726
3,82,6.431798275933005
3,83,5.154901959985743
3,84,5.0
3,85,5.0
3,86,5.0
3,87,5.0
3,88,5.0
3,89,5.0
3,90,5.0
3,91,5.0
3,92,5.0
3,93,5.0
3,94,5.0
3,95,5.0
3,96,5.0
3,97,5.0
3,98,5.0
3,99,5.0
3,100,5.585026652029182
3,101,5.958607314841775
3,102,5.0
3,103,5.0
3,104,5.0
3,105,5.958607314841775
3,106,5.0
3,107,5.0
3,108,5.0
3,109,6.920818753952375
3,110,6.537602002101044
3,111,5.267606240177032
3,112,5.0
3,113,5.0
3,114,5.0
3,115,5.0
3,116,5.0
3,117,5.0
3,118,5.0
3,119,5.0
3,120,5.0
3,121,5.0
3,122,5.0
3,123,5.0
3,124,5.0
3,125,5.0
3,126,5.0
3,127,5.0
3,128,5.0
3,129,5.0
3,130,5.0
3,131,5.0
3,132,5.0
3,133,5.0
3,134,5.0
3,135,5.0
3,136,5.0
3,137,5.0
3,138,5.0
3,139,5.0
3,140,5.0
3,141,5.0
3,142,5.0
3,143,5.0
3,144,5.0
3,145,7.376750709602099
3,146,6.920818753952375
3,147,5.0
3,148,5.0
3,149,5.0
3,150,5.0
3,151,5.0
3,152,5.0
3,153,5.0
3,154,5.0
3,155,5.0
3,156,5.0
3,157,5.0
3,158,5.0
3,159,5.0
3,160,5.0
3,162,5.0
3,163,5.0
3,164,5.0
3,165,5.0
3,166,5.0
3,167,5.0
3,168,5.0
3,169,5.0
3,170,5.0
3,171,5.0
3,172,5.0
3,173,7.638272163982407
3,174,7.958607314841775
3,175,5.0
3,176,5.0
3,177,5.0
3,178,5.0
3,179,5.0
3,180,5.0
3,181,5.0
3,182,8.080921907623926
3,183,5.0
3,184,5.0
3,185,5.0
3,186,5.0
3,187,5.0
3,188,5.0
3,189,5.0
3,190,5.0
3,191,5.0
3,192,5.0
3,193,5.0
3,194,5.0
3,195,5.0
3,196,5.0
3,197,5.0
3,198,5.0
3,199,5.0
3,200,5.0
3,201,5.0
3,202,5.0
3,203,5.0
3,204,5.0
3,205,5.0
3,206,5.0
3,207,5.0
3,208,5.0
3,209,5.0
3,210,5.0
3,211,5.0
3,212,5.0
3,213,5.0
3,214,5.0
